C_CI	HH_0	H_CI	H_EN	H_EWG	H_HH	H_IWG	H_PH	H_PTC	H_ci	H_en	H_hh	H_ptc	H_wg	PTC_0	alpha_CIwg	alpha_WGwg	kappa_Bci	kappa_CIptc	kappa_CIwg	kappa_CNen	kappa_CNhh	kappa_CNptc	kappa_CNwg	kappa_ENci	kappa_ENhh	kappa_PTCCI	kappa_PTCHH	kappa_WGen	kappa_WGwg	nu_Bci	nu_CIptc	nu_CIwg	nu_CNen	nu_CNhh	nu_CNptc	nu_CNwg	nu_ENci	nu_ENhh	nu_PTCCI	nu_WGen	nu_WGwg	r_EndoWG	r_ExoWG	r_LMxferHH	r_LMxferPTC	r_LMxferWG	r_MxferWG	class
0.191237	2.31982	8.64548	77.6636	91.8693	15.5329	65.4547	22.7448	84.9822	32.8895	60.1277	86.5303	46.0381	90.3893	35.8878	1.62286	7.50193	0.00705728	0.295544	0.0683944	0.379632	0.0436137	0.728873	0.00786109	0.00170824	0.0063304	0.0110161	0.00231627	0.119168	0.00111728	9.06406	6.60663	1.21143	5.68264	4.3745	2.67821	4.84105	6.10125	1.14937	2.65232	7.86603	1.89633	0.0152139	0.920321	0.00126883	0.351991	0.697696	0.981131	0
0.00123444	147.29	65.4114	9.99604	5.9691	42.5423	31.3132	39.7397	83.9598	75.9471	28.591	88.3043	86.2125	80.2153	4.34171	6.39621	4.46265	0.79021	0.00630573	0.00266663	0.0594383	0.00156948	0.0172796	0.0296053	0.00686571	0.237535	0.0329108	0.184059	0.0356751	0.0302711	3.59607	4.62777	8.96685	3.0601	2.10903	9.80978	5.91201	2.97625	9.02658	5.18855	7.87034	3.80562	0.0435642	0.00428944	0.0287153	0.00209104	0.00182203	0.0525876	0
0.00104408	45.4926	7.02627	17.8403	25.7416	15.7498	74.9154	47.2586	42.7008	13.535	51.1306	16.4599	31.7615	48.6109	90.0918	2.58917	2.39102	0.00659774	0.00510435	0.00339948	0.0111553	0.0178898	0.136968	0.23286	0.0147854	0.0499736	0.00638232	0.0228118	0.160867	0.118738	8.00253	6.18674	9.74208	5.55125	9.55637	7.7441	5.73896	9.27091	8.36869	6.09172	8.67955	1.00943	0.571785	0.67415	0.00119577	0.118195	0.132824	0.579467	0
0.0432726	8.47409	54.5449	16.6157	41.9589	13.2676	35.1321	50.1318	66.1902	32.3038	59.3902	67.3195	7.82	93.375	7.5262	2.43042	1.42515	0.00509129	0.223141	0.031335	0.0734191	0.0305837	0.0988336	0.0255011	0.289667	0.0706875	0.244132	0.00740179	0.0324372	0.00908929	2.03522	2.16774	5.32735	2.66092	4.62907	7.90317	5.00299	7.26762	1.3015	2.08082	7.27123	4.57004	0.3671	0.00202224	0.109617	0.00136421	0.0076692	0.00394765	0
0.178637	606.432	65.6051	35.3569	70.5956	75.4525	73.981	10.8844	93.5612	30.4001	42.0693	43.8601	65.1575	34.253	288.889	1.5594	2.28854	0.0432419	0.0360574	0.497793	0.0126465	0.467336	0.00514065	0.0071434	0.0335585	0.0155778	0.00918622	0.372538	0.0102171	0.0554777	4.51622	2.50592	4.50495	2.02944	3.68095	4.34723	4.13853	7.42148	9.08627	9.88724	9.86701	1.96173	0.684055	0.30939	0.00864817	0.0344731	0.00258709	0.0469628	0
0.043259	190.919	73.2181	85.1627	68.5321	48.0029	49.4539	16.5922	67.7053	57.2226	18.9268	14.7568	82.7365	41.3443	7.55282	4.32912	2.17062	0.0134742	0.00357936	0.379956	0.0811181	0.00144526	0.0121934	0.861681	0.00628561	0.556156	0.00142718	0.00283199	0.0339827	0.0012299	2.96775	8.65545	2.77153	2.39714	5.42695	9.13135	4.16421	1.533	9.9658	6.64053	4.32687	3.09768	0.00945995	0.0109123	0.329709	0.00692575	0.00251489	0.0072368	0
0.0673553	16.5469	81.2522	27.9982	59.7403	44.425	74.5079	15.2691	40.268	41.636	98.9837	8.29866	81.1655	22.3959	60.2728	3.95991	8.07877	0.0695817	0.0262377	0.550802	0.0317635	0.00195723	0.0124402	0.0979871	0.0155917	0.170415	0.00971178	0.0774777	0.325985	0.0036716	3.72788	7.58053	6.16134	5.68016	8.93559	5.87785	8.57725	4.49691	2.71507	6.68059	3.93592	2.76485	0.282284	0.00109217	0.0512801	0.0174309	0.00368579	0.0742449	0
0.0817012	129.804	97.4625	64.2202	79.8119	63.2731	21.0625	91.5478	75.6604	60.9304	96.7414	98.767	76.3935	25.5032	88.9954	1.38816	7.04837	0.0281419	0.265714	0.484773	0.031678	0.726325	0.0425434	0.00604045	0.0174961	0.145078	0.608759	0.0477427	0.00146476	0.191774	2.79789	7.74909	7.19027	4.04728	6.39568	1.82618	1.81676	1.10905	5.16193	8.07467	7.25788	2.71503	0.0396312	0.0357195	0.53877	0.0216235	0.00923319	0.00143947	0
0.0169438	43.8819	37.0417	44.4992	87.5991	6.7503	93.465	14.784	85.7204	84.2276	83.1934	30.3366	19.656	40.9122	44.2743	3.04462	7.72495	0.0104128	0.0471733	0.0362155	0.325408	0.00309716	0.00367726	0.0188115	0.00132454	0.00970232	0.181271	0.21368	0.103334	0.0135531	9.17292	3.40882	3.95981	1.34075	4.044	8.10441	7.09466	2.96223	4.29002	2.67035	4.05374	8.27208	0.00177964	0.492375	0.0196741	0.514965	0.0262387	0.805657	0
0.0246277	3.02277	50.3253	16.3947	24.4692	40.2057	69.8051	41.0772	42.9283	79.8764	56.5708	89.4372	63.6743	69.7889	139.619	2.0934	2.88513	0.103401	0.978568	0.00136161	0.303279	0.0166752	0.0359157	0.0891167	0.109083	0.179794	0.00698942	0.730813	0.0877041	0.0176086	2.90709	9.98441	5.0373	9.70579	3.08475	7.86389	9.53626	1.80407	6.10149	8.79828	7.87711	5.4243	0.761943	0.666276	0.18088	0.0526235	0.064927	0.0261427	0
0.564567	505.191	62.0754	22.579	37.7091	89.7662	54.7252	68.2384	7.95282	52.9925	31.8739	42.4219	70.9959	36.7763	8.48953	1.76653	6.22992	0.191929	0.420391	0.267436	0.0293968	0.0135126	0.001042	0.055576	0.00171432	0.00177656	0.837936	0.124091	0.016447	0.529964	6.37034	4.80457	8.25707	3.16965	4.9948	3.93694	2.52996	7.22847	3.39825	3.77215	5.73903	1.47322	0.144173	0.0175606	0.384774	0.0172999	0.233577	0.125973	0
0.027299	1.17694	6.84627	97.7893	26.9791	34.0782	55.924	10.9955	30.3648	74.7328	29.8522	89.2438	48.0579	51.246	2.99042	3.71086	3.15742	0.00269085	0.00971469	0.00476129	0.476103	0.155675	0.0147175	0.0033257	0.00397716	0.0203838	0.0195636	0.203744	0.0502983	0.117127	2.59123	7.99418	1.95927	9.20243	3.04202	7.48274	2.10412	5.67391	7.91114	5.02802	2.6188	7.24632	0.866855	0.00100704	0.00153144	0.674202	0.170074	0.06917	0
0.489144	252.812	54.5564	83.3306	76.1376	93.7386	68.1644	50.2988	45.414	58.3656	21.0543	73.1551	56.8184	27.1136	9.69496	2.77985	6.10445	0.00360706	0.0647632	0.00687241	0.0394888	0.09077	0.0251423	0.0198544	0.0114052	0.175186	0.0105208	0.014395	0.0069683	0.00389924	4.72289	4.75744	3.30675	8.38984	8.37023	8.10332	5.13905	4.16218	2.46652	9.33266	1.32783	3.42751	0.0827329	0.0123363	0.0139479	0.859922	0.00422563	0.00102071	0
0.00625572	851.575	21.4022	25.9633	36.9827	73.0166	81.9359	65.6875	15.2253	23.5577	59.0386	79.346	10.671	99.8077	7.68541	1.48014	5.41028	0.00446323	0.0052905	0.0142955	0.00271405	0.309782	0.0362288	0.00170332	0.139157	0.00145456	0.336869	0.0585197	0.110189	0.0428774	6.90278	9.07705	1.5467	1.86002	2.63653	8.41755	7.63728	8.21389	1.59569	5.32519	6.17559	1.23501	0.00336445	0.0071913	0.0168517	0.0028261	0.0556255	0.1506	0
0.0012206	371.686	78.4835	44.0467	18.933	6.58177	54.0756	45.1221	21.5226	16.3574	30.8709	45.4302	21.8589	46.0656	1.07629	3.97198	3.22249	0.214014	0.00141304	0.0134229	0.722799	0.807629	0.00286602	0.00647296	0.0220097	0.00332251	0.0029639	0.0387881	0.00353947	0.0438257	3.68542	6.65013	7.38339	7.24106	8.42328	7.07382	9.69983	8.25995	4.26849	8.44301	8.2858	8.02481	0.088253	0.00101971	0.658623	0.00798098	0.079067	0.559783	0
0.0210603	7.58963	74.7484	78.8656	42.7471	5.98672	85.3324	9.44504	22.4529	98.3223	17.1132	21.1233	55.9708	83.8667	81.6678	1.61298	7.03865	0.150385	0.110451	0.506486	0.00217791	0.0139453	0.0626095	0.0141144	0.0110022	0.320898	0.992958	0.822058	0.00939318	0.121831	3.80892	6.28805	9.48199	4.97282	4.03468	1.25382	1.86914	6.89773	6.26173	7.1934	3.50761	5.39771	0.0860625	0.442984	0.765634	0.187329	0.983196	0.795088	0
0.00769063	4.63026	13.1029	5.32655	53.9558	67.5452	83.7607	7.3794	70.0818	97.3468	73.8753	94.5929	6.50623	96.7373	20.2026	8.9745	4.66387	0.0173539	0.0794582	0.00100151	0.00163517	0.816294	0.0618343	0.656144	0.368499	0.239566	0.0815166	0.0459217	0.0201015	0.00384706	5.79101	9.16208	1.61595	8.16725	5.49858	2.12243	9.35201	3.72649	3.0802	9.97034	6.84002	8.4475	0.00109821	0.0818213	0.160438	0.107721	0.00103724	0.0348417	0
0.686411	8.59112	9.65848	8.74181	26.1441	23.073	62.1223	78.3185	87.3186	24.1674	27.0566	54.1538	58.2477	94.5189	102.998	9.57763	1.01665	0.464155	0.00372909	0.00105479	0.160406	0.0026096	0.0175919	0.0251883	0.00194652	0.0041252	0.600866	0.0115668	0.166653	0.0236295	6.0932	3.90967	4.89381	8.17834	5.59014	9.00761	4.86501	5.79525	4.53385	1.14297	5.72491	3.95436	0.0737682	0.0766274	0.0223008	0.512687	0.609708	0.349814	0
0.00211016	10.1241	8.03335	41.5552	56.8339	33.1769	66.4429	9.65628	31.2376	34.3496	65.4088	76.8132	56.7509	77.6562	332.868	3.26597	9.88923	0.0122509	0.055365	0.0190917	0.0931384	0.191072	0.0957174	0.122015	0.00242326	0.0467135	0.00122228	0.0112521	0.121396	0.0022738	3.72846	9.57877	3.74781	3.63193	7.87057	7.73286	4.40907	1.13648	7.88962	2.81223	1.90371	3.01468	0.0276369	0.17446	0.00673661	0.00185517	0.0173435	0.116679	0
0.00135416	74.4927	66.5673	9.32192	43.194	38.2823	45.464	83.7805	65.5599	45.3286	30.3065	31.4493	30.0102	52.984	25.8384	2.40112	2.08505	0.131685	0.0179601	0.151936	0.484123	0.00137473	0.0276277	0.422696	0.00254259	0.0731468	0.00440393	0.00641704	0.00284512	0.0244774	6.53654	3.09206	7.22187	4.92522	2.21693	5.55468	3.12421	2.76194	3.26165	5.24908	9.79125	5.28879	0.0116701	0.219319	0.012627	0.0699904	0.176257	0.0152451	0
0.00200977	48.3333	11.3906	35.728	5.46593	95.5695	27.0816	59.8361	32.3669	48.5642	89.8707	38.9243	47.2809	54.6435	4.58767	3.2429	4.84147	0.00372083	0.00997459	0.0113498	0.0158838	0.0393627	0.101211	0.312433	0.0604372	0.0645026	0.0191154	0.691122	0.00545814	0.0752878	9.84393	1.48804	6.77426	4.96652	2.84074	5.43712	2.98969	2.1246	7.29126	3.08817	2.99675	2.97656	0.00396899	0.28835	0.00763728	0.00102732	0.00769907	0.186031	0
0.175721	38.3602	76.9687	82.2598	88.3328	61.1238	59.561	88.6151	19.5527	36.9341	95.7135	41.383	8.77601	25.7656	6.91158	8.0524	1.16819	0.0135036	0.0177354	0.0359074	0.0492209	0.270187	0.133706	0.0110823	0.00903953	0.815498	0.561343	0.23321	0.0321511	0.00108862	5.35425	5.1677	6.30321	9.38627	7.96836	9.71089	2.00114	4.02809	7.81622	4.53201	2.34596	5.51294	0.00614128	0.197355	0.0177018	0.119849	0.001327	0.00540516	0
0.217859	7.18707	82.478	59.4609	76.8027	58.2975	25.4831	73.7878	52.2732	83.5001	71.9754	69.0462	15.8184	41.2083	25.0752	5.31979	2.10305	0.0557054	0.0341575	0.00104214	0.0163759	0.0156158	0.0145952	0.00703213	0.0732321	0.0014877	0.508877	0.0618283	0.00104294	0.00580346	9.76825	9.39239	3.27977	2.01761	5.59918	1.25265	3.62637	8.82457	1.00731	3.5829	7.91262	1.13027	0.172481	0.00228201	0.175747	0.00676718	0.352431	0.901018	0
0.0712651	4.81456	52.9575	76.1896	24.5582	78.9861	17.0963	48.2379	22.6657	26.1579	83.0315	49.1111	86.3279	49.892	52.7872	3.70322	1.52715	0.00121038	0.984921	0.08501	0.00884247	0.572772	0.0557386	0.183116	0.012999	0.0831835	0.0606207	0.0425297	0.00288683	0.0737282	7.37482	8.31133	7.72373	8.93556	2.44483	7.41501	8.86359	4.18972	8.42945	2.00009	6.68548	9.14672	0.0176857	0.00237074	0.152138	0.00573867	0.00266863	0.140149	0
0.0613414	51.6029	17.9134	5.98678	47.0614	61.5455	75.8237	91.7282	88.6785	71.1763	60.0834	15.9645	91.8031	7.42583	10.2339	3.4002	1.53855	0.0509397	0.00412423	0.295705	0.70443	0.00771924	0.0134091	0.00245155	0.00412097	0.00790621	0.309911	0.0113577	0.108054	0.00760924	5.90326	4.45278	8.78608	5.21988	5.80475	5.08833	3.8674	1.39651	3.65057	7.60051	1.21406	6.65982	0.00546216	0.00666509	0.744234	0.144577	0.0264378	0.0754931	0
0.210155	656.578	7.15377	94.6025	15.3118	41.7008	90.1257	24.068	36.4025	27.3354	54.7461	26.6218	33.3543	47.5348	3.57812	1.1866	6.8448	0.0247056	0.16364	0.955363	0.090872	0.39527	0.069195	0.00237621	0.0284688	0.147768	0.00179388	0.393411	0.068579	0.00222052	7.54597	6.68253	2.89992	6.11952	5.14794	8.92163	3.16427	7.06823	4.86979	4.03738	5.19276	6.21376	0.127166	0.732174	0.339023	0.0106744	0.00343383	0.0100087	0
0.764247	214.85	27.7199	31.889	13.6104	77.1051	32.8807	54.6561	60.4263	10.4577	18.765	45.537	72.632	91.321	20.6801	3.20228	1.54944	0.0221577	0.00126972	0.0999773	0.725423	0.631842	0.00348506	0.00464027	0.0609908	0.0860845	0.00121171	0.164667	0.0386637	0.189113	2.6923	8.16485	5.28114	9.32859	1.71695	2.35661	4.0309	3.5495	1.11765	3.83107	8.92173	6.99293	0.680656	0.00154723	0.00452457	0.0027657	0.0135287	0.00211075	0
0.0748617	34.7039	65.3069	10.5119	38.1833	28.129	26.7634	68.2831	66.0431	36.1192	67.0715	93.5888	79.1193	40.1647	33.8335	2.23318	1.08923	0.00201278	0.350994	0.103779	0.285255	0.500354	0.0148002	0.00785662	0.0794575	0.0228076	0.0425178	0.413366	0.254148	0.00433471	4.3991	5.35652	2.56439	4.25288	4.59007	1.59813	3.74121	5.3457	2.44947	8.08477	6.16569	3.59487	0.917565	0.144379	0.00197261	0.00151416	0.00243816	0.29963	0
0.014767	337.945	5.20378	42.8907	17.9622	73.7562	53.8371	84.6049	26.031	33.8774	18.7749	44.972	70.2953	56.9806	2.12127	5.35844	3.36895	0.00257052	0.0252792	0.00203986	0.0300323	0.146714	0.00789489	0.00690157	0.00602168	0.0249742	0.0119756	0.0065834	0.00525722	0.0561914	5.1055	7.9546	7.01449	5.89362	3.53028	5.34914	7.01716	7.39342	6.77724	3.20928	9.00717	9.66606	0.00584228	0.100916	0.263779	0.443514	0.197139	0.114466	0
0.010087	59.6539	11.1956	67.5609	42.7126	65.7124	46.0697	22.4935	94.7266	56.6733	69.1644	31.6761	92.7497	94.0903	2.50139	4.83373	1.41513	0.57659	0.224663	0.00371957	0.0161287	0.114441	0.0046538	0.00487713	0.140108	0.0044432	0.0148904	0.00246738	0.00143059	0.0972467	9.59546	3.61404	1.73223	7.18487	2.22995	3.80291	6.80446	5.69006	3.94381	6.23789	7.4627	9.55879	0.00645803	0.00562341	0.192528	0.536065	0.167035	0.00198451	0
0.134733	1.32443	15.3441	96.2471	69.9309	60.9208	8.26328	69.222	48.5872	53.8167	25.6999	28.2124	84.2431	70.7608	249.968	9.82742	1.80742	0.00864233	0.0975575	0.00238533	0.0526724	0.00472469	0.0131983	0.0439903	0.00777996	0.0240926	0.0148255	0.00170205	0.101679	0.268437	2.00664	4.12666	3.22167	2.92893	8.2095	5.61687	4.8099	5.59776	6.26527	6.08049	9.33055	9.71313	0.184442	0.00283021	0.0149067	0.134613	0.0022511	0.043521	0
0.0115625	25.154	68.615	39.7658	96.0995	36.0323	65.9615	20.6372	6.19878	13.2203	71.3658	62.1378	76.8507	53.4438	98.0108	7.11875	3.94672	0.00792319	0.0134356	0.00101112	0.204278	0.0147498	0.0780119	0.00114459	0.00146434	0.00703599	0.107071	0.119794	0.0205234	0.0010983	1.56402	7.5852	5.51938	6.69417	8.22538	7.08726	2.08119	8.18527	4.65937	2.38247	5.61102	8.49688	0.00159642	0.440417	0.175341	0.193081	0.274706	0.590554	0
0.563668	1.24841	39.5248	61.799	13.9878	95.6555	60.9772	68.813	52.8638	47.6898	64.0918	79.9922	20.317	48.822	2.10458	7.66333	1.62491	0.00662744	0.0148239	0.811108	0.00237023	0.344562	0.0180942	0.00833866	0.00303455	0.0279399	0.021001	0.217956	0.00447113	0.0404007	6.63256	3.94998	3.61928	4.06782	3.58358	5.23439	7.94262	2.29752	2.94594	5.46139	3.72951	7.02412	0.12256	0.328742	0.635782	0.272162	0.0351427	0.00283594	0
0.00508027	4.4625	51.368	55.0684	94.5066	50.2316	37.7349	8.7028	93.517	77.2222	38.3611	57.2862	52.8622	47.0729	54.4531	5.01493	2.83922	0.00114171	0.00857792	0.00640489	0.00287599	0.0107507	0.0189396	0.00429169	0.00503218	0.00257219	0.0245669	0.849575	0.409786	0.00205956	8.41471	5.59321	1.84254	4.00717	8.9656	1.50078	6.03826	2.60719	8.45361	7.25663	2.10169	2.96664	0.27126	0.941485	0.0204885	0.703938	0.966699	0.037839	0
0.0516909	49.6581	44.3108	26.7208	33.6296	76.2144	75.4854	39.2219	23.2338	43.407	75.7542	10.67	67.3752	12.5991	2.33376	9.17489	1.14964	0.0020432	0.37698	0.979198	0.0195058	0.151692	0.155696	0.0055318	0.00913283	0.880621	0.0092938	0.0637388	0.0187104	0.00991716	2.77836	4.35978	8.95152	2.2014	7.0512	2.3375	7.31885	6.41403	8.32703	4.73247	2.25157	3.39167	0.0098996	0.476917	0.0015901	0.0499993	0.00644654	0.00524337	0
0.0289647	161.904	80.4101	94.946	12.6935	56.9313	27.4208	42.7826	42.3156	81.4591	60.5588	75.7025	43.0918	62.9476	6.81146	4.20378	1.10413	0.0037271	0.051381	0.377284	0.0311549	0.941033	0.00328972	0.022388	0.0012854	0.108366	0.113628	0.158576	0.316302	0.00439828	2.73755	4.42394	1.65423	4.20677	3.42713	9.80573	5.56107	5.73538	7.31976	7.31341	7.18266	4.41513	0.183209	0.461933	0.00362138	0.329904	0.0015349	0.00507367	0
0.275337	2.78871	66.8118	29.9042	22.5575	98.2275	61.7628	40.0799	43.0609	27.4324	72.4806	39.0316	71.1089	98.5812	249.267	4.32718	3.581	0.00527626	0.720443	0.18274	0.0660084	0.0614234	0.300557	0.108597	0.00465341	0.00768178	0.00622478	0.144401	0.00138475	0.121	6.73081	8.91809	5.82618	3.73757	9.75621	6.15714	4.72061	6.50055	1.44201	7.75216	8.16873	3.33896	0.0684638	0.0293507	0.406982	0.0177232	0.116544	0.0927365	0
0.12902	2.43538	95.9651	18.6116	71.002	76.6617	31.3797	32.887	92.9315	72.5539	50.0836	67.2829	70.4565	69.3193	1.50892	5.13425	3.19225	0.0972937	0.00349402	0.0272925	0.00317855	0.0130866	0.0828599	0.0275131	0.846423	0.233679	0.0772719	0.00180051	0.0813707	0.0242223	1.99762	6.77513	5.7198	2.10226	5.46735	1.38516	2.27534	8.28994	5.08028	7.13109	6.2814	9.14626	0.0230659	0.00703114	0.00191666	0.732796	0.00475703	0.41145	0
0.00923064	248.23	23.5293	97.8026	66.8816	20.7093	5.80545	21.7176	61.4008	14.6985	35.4521	83.6963	97.7892	54.4055	8.46989	2.63358	8.17809	0.0189843	0.00107924	0.386036	0.0498113	0.0767738	0.00422884	0.109778	0.0272858	0.00173637	0.00124788	0.157241	0.205632	0.0223418	9.7175	7.1375	4.39029	8.15325	6.28079	2.79816	7.35164	3.82698	2.77278	3.29746	6.61982	8.12696	0.307332	0.819805	0.182572	0.0034467	0.00338095	0.0139756	0
0.0177769	204.534	65.4587	46.3275	61.2424	23.0457	6.48269	39.9724	79.4964	39.5829	54.5852	37.2624	40.3086	99.2007	1.22739	1.46769	3.54893	0.162248	0.0229511	0.00716552	0.226022	0.010133	0.020901	0.0693577	0.00137746	0.00105471	0.00354834	0.0765859	0.00240184	0.0307984	1.37524	8.44876	1.30109	2.2222	2.39122	1.05556	3.94019	4.00107	9.03777	2.0424	3.39624	5.34583	0.0104774	0.00177773	0.942332	0.0040915	0.120824	0.0357253	0
0.534343	277.289	64.8639	57.2348	31.0187	96.4125	60.2729	26.813	76.7895	72.7185	59.7777	13.9682	13.9733	39.3475	20.633	7.62311	4.19414	0.455534	0.0735596	0.0247856	0.00379113	0.00760644	0.0219545	0.0199318	0.00147717	0.46074	0.00206994	0.0123141	0.0507642	0.276995	4.41379	6.53879	1.64774	2.61673	6.88968	6.31133	3.72833	6.31498	3.87716	2.67709	9.21181	2.8256	0.893026	0.284691	0.156346	0.0153314	0.204662	0.0673872	0
0.00673591	512.91	50.6987	61.8877	48.3641	90.857	6.07634	88.0122	97.4674	17.4379	83.1074	74.3964	20.1273	97.7146	1.13728	8.67155	8.53952	0.0100058	0.106378	0.152036	0.00370278	0.0690308	0.0940039	0.925981	0.755528	0.178413	0.223644	0.00267382	0.894214	0.0616556	2.39335	8.59343	9.8247	8.81935	7.42287	6.50051	9.7344	1.94702	5.63776	7.96586	8.59465	4.34737	0.0467065	0.866231	0.00649378	0.358973	0.271561	0.0141982	0
0.0251051	90.0975	93.8682	7.49366	33.1498	14.9552	35.9627	81.6495	48.5237	49.4555	89.0604	24.4664	66.8315	19.1281	306.739	2.34873	4.08534	0.0313357	0.0560552	0.162227	0.058983	0.0932045	0.00472672	0.00244675	0.0236505	0.00171909	0.123275	0.00676	0.00755115	0.0405976	8.37209	7.13906	2.95701	6.12986	9.30682	2.19663	8.86696	2.45893	8.9341	9.54292	8.91765	4.56813	0.300381	0.00217069	0.106105	0.00476766	0.0396421	0.258411	0
0.0908398	1.62905	32.7346	82.3367	96.9313	32.1058	87.9645	29.8383	12.7763	33.0651	98.1742	77.9511	74.4622	90.6225	60.6652	2.20534	6.23674	0.00294613	0.450642	0.0130497	0.127201	0.00297924	0.359	0.0613432	0.0695117	0.175502	0.12068	0.00125108	0.211501	0.00335648	7.80675	2.12375	3.74623	2.82562	6.84117	3.47073	8.78621	2.47532	9.99744	6.31566	3.53693	8.21548	0.40991	0.00634683	0.00216539	0.0132279	0.337543	0.00497336	0
0.616666	5.19419	58.4968	8.8522	22.1078	67.138	98.509	40.6861	59.4708	18.1704	8.81565	84.975	46.7624	40.0957	154.171	1.49918	9.8656	0.12529	0.418035	0.7457	0.0185658	0.0573167	0.0269784	0.263809	0.00137374	0.00101292	0.0247468	0.0237279	0.0156308	0.322575	2.46873	1.81822	4.81383	2.39148	5.02605	9.38247	9.53119	1.31987	8.98493	6.89777	9.20432	2.68968	0.00243299	0.00204183	0.866485	0.646531	0.794057	0.237105	0
0.00607521	270.132	72.0033	61.7983	89.4925	82.8657	65.4542	30.2569	43.7039	57.0749	24.3648	94.6531	34.0085	76.2002	47.8929	8.39381	1.981	0.274061	0.00181683	0.486714	0.509445	0.00128331	0.635413	0.00497511	0.0118421	0.00357438	0.00939961	0.278782	0.50163	0.273696	9.78414	9.6289	3.96171	9.82802	7.27681	3.42026	9.50653	9.2787	5.33702	5.69981	4.51666	8.09267	0.0665094	0.0652171	0.101078	0.0455215	0.0349403	0.735462	0
0.721969	2.30311	82.8649	90.1473	48.6164	65.0989	55.6591	14.4915	56.825	98.3569	35.3726	69.8967	8.18324	39.6498	592.361	2.51583	1.57338	0.00314307	0.00876085	0.00535707	0.00118331	0.375465	0.945194	0.00696019	0.332531	0.011588	0.0453343	0.271017	0.00426844	0.00232124	4.25871	7.15753	2.16416	9.7002	5.83816	8.80858	8.18056	5.42264	4.42036	2.57813	4.45359	9.84796	0.607759	0.0089905	0.00559246	0.00739264	0.689576	0.00136913	0
0.00294806	911.361	97.2138	58.0322	90.7536	52.1995	63.8935	34.1714	46.9227	23.8368	28.5892	27.6584	49.1318	51.6878	1.83718	9.80608	1.03299	0.430589	0.487536	0.091059	0.296238	0.373279	0.0148053	0.596244	0.0507112	0.00338187	0.0018772	0.00451947	0.42744	0.0306468	8.0921	8.05995	1.25024	5.87706	1.78677	6.72468	4.63621	8.22356	8.73302	3.66676	8.40063	3.3407	0.339	0.00125323	0.0841243	0.0924478	0.175697	0.00189359	0
0.096588	45.3776	26.8969	9.70004	68.9603	65.0969	34.7682	31.8502	79.1584	42.3715	94.8264	33.1381	10.9206	52.0663	56.6878	2.8265	6.27511	0.066592	0.168218	0.00403271	0.221753	0.00113078	0.00361957	0.0872586	0.114412	0.92855	0.0158444	0.0509845	0.575823	0.0138802	8.04952	8.75797	2.76115	2.34937	9.90161	2.4591	9.91313	8.53778	1.26343	5.26761	6.2927	4.97462	0.00802477	0.307781	0.00126498	0.0179032	0.012921	0.0107639	0
0.00157019	1.16358	69.8812	25.7068	50.8863	12.0009	40.597	51.0383	74.7096	23.7185	7.96672	50.1667	91.5303	28.1576	139.961	4.15132	2.56233	0.0193974	0.00328161	0.282388	0.595437	0.00389517	0.00123485	0.833097	0.303396	0.378316	0.00718166	0.00738191	0.345612	0.00127016	7.26797	4.80042	1.11227	5.66226	6.32041	7.66078	6.44366	3.65112	9.48654	5.91743	6.41552	5.34303	0.0452604	0.171079	0.00119205	0.478515	0.137706	0.00104736	0
0.00227297	23.7354	11.3765	7.01377	65.403	53.6332	41.6633	41.4964	71.957	57.1395	24.3217	13.966	86.9826	82.3442	39.4376	1.22743	3.08498	0.0851411	0.00143114	0.0418958	0.00139226	0.355572	0.00772717	0.0586615	0.161192	0.868848	0.0134843	0.0437882	0.146717	0.11277	1.18427	8.88488	4.13123	2.33095	6.5311	6.67708	2.31124	8.56067	4.69496	9.59608	1.38846	3.26681	0.666436	0.0824901	0.968946	0.0156067	0.0672709	0.00101502	0
0.001348	750.575	8.92493	7.99952	66.7692	72.0173	48.8887	37.9171	93.5642	35.5314	26.7233	24.7464	26.2315	65.6738	6.42907	4.40443	5.20774	0.00323921	0.0117991	0.00221669	0.972314	0.00698332	0.89545	0.450833	0.0465297	0.0109771	0.00118403	0.153332	0.0369897	0.300435	8.23199	7.09224	5.77217	6.86353	5.28874	5.66902	2.23735	9.48179	3.62273	9.83951	7.90753	5.58646	0.0130141	0.00223724	0.00447925	0.00434545	0.589264	0.756998	0
0.126816	1.73347	9.31518	10.6013	75.8296	42.8263	62.687	89.8585	14.7214	86.9664	45.2481	61.9606	29.4298	61.5648	32.2644	1.93289	1.08144	0.00187279	0.00117756	0.37653	0.00293961	0.151837	0.687594	0.0281355	0.0261016	0.0012446	0.0362919	0.0860932	0.726062	0.0090681	1.05557	3.39062	3.9558	3.77877	6.26799	6.60959	9.54992	2.73771	4.4187	6.62484	6.04605	7.31216	0.002763	0.0233346	0.315394	0.013745	0.118882	0.980566	0
0.180186	371.754	60.0558	38.9412	79.7552	51.2792	17.5814	85.3304	37.7807	23.3717	81.1112	50.9799	44.5919	73.3999	777.469	1.63079	2.16213	0.186668	0.00204802	0.0108843	0.00730193	0.0653043	0.00663646	0.517536	0.00220617	0.00183878	0.0791669	0.51167	0.109928	0.0934899	9.73976	7.28387	3.67241	4.14182	3.02348	9.56178	9.68444	5.40663	2.3839	2.91646	4.02786	8.23586	0.0224175	0.0855929	0.00126914	0.0175259	0.235334	0.0144048	0
